stop_id,stop_name,stop_desc
1665,Alcalde Reig (impar) - Pere Aleixandre,C ALCALDE REIG 9 (ACCES)(DAVANT) - VALÈNCIA
167,Blasco Ibáñez - Facultat de Filologia,AV BLASCO IBAÑEZ 32 - VALÈNCIA
1670,Reina - Remonta,C REINA (C.) S/N - VALÈNCIA
1671,Reina - Espadan,C REINA (C.) 193 - VALÈNCIA
1672,Reina - Pescadors,C REINA (C.) 143 - VALÈNCIA
1673,Reina - Vicent Gallart,C REINA (C.) 45 - VALÈNCIA
1675,Sueca - Puerto Rico,C  37 - VALÈNCIA
1676,Sueca - G.V. Germanies,C  3 - VALÈNCIA
1677,Cardenal Benlloch - Pobla Farnals,AV CARDENAL BENLLOCH 54 - VALÈNCIA
1678,Cardenal Benlloch - Santos Justo y Pastor,AV CARDENAL BENLLOCH 76 - VALÈNCIA
1679,Primat Reig - Conca Tramoyeres,AV PRIMADO REIG 151 - VALÈNCIA
168,Blasco Ibáñez - Suècia,AV BLASCO IBAÑEZ 50 (COPUT) - VALÈNCIA
1680,Primat Reig - Viver,AV PRIMADO REIG 103 - VALÈNCIA
1681,Primat Reig - Motilla del Palancar,AV PRIMADO REIG 59 - VALÈNCIA
1682,Primat Reig - Constitució,AV PRIMADO REIG 5 (ACC.) - VALÈNCIA
1683,Dr. Peset Aleixandre - Montcada,AV DOCTOR PESET ALEIXANDRE 60 (ACC.) - VALÈNCIA
1684,Dr. Peset Aleixandre - Av. Burjassot,AV DOCTOR PESET ALEIXANDRE 138 - VALÈNCIA
1685,Campanar - Conchita Piquer,AV CAMPANAR 28 - VALÈNCIA
1686,Pérez Galdós - Tres Forques,AV PEREZ GALDOS 25 (ACC.) - VALÈNCIA
1687,Giorgeta - Carcaixent,AV GIORGETA 18(ILLETA FGV - VALÈNCIA
1688,Peris i Valero - Escultor Josep Capuz,AV PERIS Y VALERO 186 - VALÈNCIA
169,Blasco Ibáñez - Bèlgica,AV BLASCO IBAÑEZ 56 (JARDÍ LATERAL) - VALÈNCIA
1690,Giorgeta - Albacete,AV GIORGETA 13 - VALÈNCIA
1691,Pérez Galdós - Martínez Aloy,AV PEREZ GALDOS 20 - VALÈNCIA
1692,Pérez Galdós - Heroi Romeu,AV PEREZ GALDOS 62 (ACC.) - VALÈNCIA
1693,Dr. Peset Aleixandre - En Guillem Ferrer,AV DOCTOR PESET ALEIXANDRE 133 - VALÈNCIA
1694,Primat Reig - Dr. Gómez Ferrer,AV PRIMADO REIG 96 - VALÈNCIA
1695,Cardenal Benlloch - Dr. Ferran,AV CARDENAL BENLLOCH 41 - VALÈNCIA
1696,Giorgeta - Mora de Rubielos,AV GIORGETA 28 - VALÈNCIA
17,Cavite - Font d'en Carròs,C CAVITE 140 - VALÈNCIA
170,Dr. Gómez Ferrer - Menéndez y Pelayo,C DOCTOR GOMEZ FERRER 5 (DAVANT) - VALÈNCIA
1700,Camp del Túria - Marina Baixa,C CAMP DEL TURIA S/N - VALÈNCIA
1701,Garrigues - Escolano,C GARRIGUES S/N - VALÈNCIA
1706,Rotonda Carretera Montanyars - Pinedo,RTDA  S/N - PINEDO
171,Cabanilles - Primat Reig,C CAVANILLES 7 - VALÈNCIA
1714,Fires(impar) - Cementeri,AV FERIAS  DE LAS S/N - BENIMÀMET
1715,Fires(par) - Cementeri,AV FERIAS  DE LAS S/N - BENIMÀMET
1716,Ferran el Catòlic - S. Ignacio de Loyola,GV FERNANDO EL CATOLICO 53 - VALÈNCIA
172,Cabanilles - Álvaro de Bazán,C CAVANILLES 18 (DAVANT) - VALÈNCIA
1720,Corts Valencianes - Constitució,AV CORTS VALENCIANES 111 (DAVANT) - TAVERNES BLANQUES
1721,Corts Valencianes - Dr. Barraquer,AV CORTS VALENCIANES 120 - TAVERNES BLANQUES
1723,Ribàs(par) - Dr. Ruiz Comes,CAMI RIBAS S/N (DAVANT TERRAPLÉN) - CASTELLAR-OLIVERAL
1724,Ribàs(impar) - Dr. Ruiz Comes,CAMI RIBAS S/N (TERRAPLÈN) - CASTELLAR-OLIVERAL
173,Cabanilles - Vivers,C CAVANILLES 2 (DAVANT) - VALÈNCIA
1733,Gaspar Aguilar - Hospital Peset,AV GASPAR AGUILAR 92 DUP - VALÈNCIA
1734,Carda - Moro Zeit,C CARDA 21ACC (DAVANT) - VALÈNCIA
174,Jaume Roig - Álvaro de Bazán,C JAIME ROIG 12 - VALÈNCIA
1741,Pius XII - Melchor Hoyos Perez,AV PIO XII S/N (JARDÍ) - VALÈNCIA
1742,Beat Juan Grande - Vicent la Roda,C  40 - VALÈNCIA
1743,Albereda - Palau de la Música,PSEG ALAMEDA 36 (DAVANT) - VALÈNCIA
1744,Albereda (riu) - L'Hemisfèric,PSEG ALAMEDA DAVANT TORRE FRANÇA - VALÈNCIA
1745,Albereda (riu) - Museu de les Ciències,PSEG ALAMEDA S/N (DAVANT 47) - VALÈNCIA
1746,Menorca (impar) - Centre Comercial,C  17 - VALÈNCIA
1747,Serradora - Port,C SERRERIA 4 - VALÈNCIA
1748,Serradora - Fco. Cubells,C SERRERIA 12 - VALÈNCIA
1749,Lluís Peixò - Comte Melito,C  S/N - VALÈNCIA
175,Jaume Roig - Primat Reig,C JAIME ROIG 26 - VALÈNCIA
1750,Fausto Elio (par) - Universitat Politècnica,C  28 ACC. - VALÈNCIA
1751,Mendizábal - Gran Canària,C MENDIZABAL 17ACC (DAVANT) - VALÈNCIA
1752,Fausto Elio (impar) - Universitat Politècnica,C  S/N (DAVANT 28 ACC.) - VALÈNCIA
1753,Lluís Peixó - Tarongers,C  SOLAR - VALÈNCIA
1754,Marí Blas de Lezo - Cami Cabanyal,C MARINO BLAS DE LEZO 51 ACC. - VALÈNCIA
1755,Marí Blas de Lezo(impar) -Estació Cabanyal,C MARINO BLAS DE LEZO 17 - VALÈNCIA
1756,Serradora - Sants Just i Pastor,C SERRERIA 57 - VALÈNCIA
1757,Serradora - Jeroni de Montsoriu,C SERRERIA 35 - VALÈNCIA
1759,Menorca (par) - Centre Comercial,C  24 ACC. - VALÈNCIA
1760,Albereda - Museu de les Ciències,PSEG ALAMEDA 47 - VALÈNCIA
1761,Albereda - L'Hemisfèric,PSEG ALAMEDA TORRE FRANÇA - VALÈNCIA
1762,Albereda - General Gil Dolz,PSEG ALAMEDA 22 - VALÈNCIA
1763,Jacinto Benavente - Pont Angel Custodi,AV JACINTO BENAVENTE 27 (DAVANT) - VALÈNCIA
1764,Jacinto Benavente - Palau de la Música,AV JACINTO BENAVENTE 14 (DAVANT) - VALÈNCIA
1765,Montolivet - Pere Aleixandre,PL MONTEOLIVETE 3 - VALÈNCIA
1766,Guillem de Castro - Hospital,C GUILLEM DE CASTRO 34 - VALÈNCIA
1767,Padilla - Músic Peydro,C PADILLA 5 - VALÈNCIA
1768,Marí Blas de Lezo(par) -Estació Cabanyal,C MARINO BLAS DE LEZO S/N(MILLARS) - VALÈNCIA
1769,La Murta (impar) - Cementeri,C  IMPAR - SEDAVÍ
177,Emili Baró - Reverend Rafael Tramoyeres,C EMILIO BARO 14 - VALÈNCIA
1770,La Murta (impar) - Assagador la Torre,C  IMPAR - SEDAVÍ
1771,La Murta (par) - Assagador la Torre,C  PAR - SEDAVÍ
1772,La Murta (par) - Cementeri,C  PAR - SEDAVÍ
1773,Doctor Álvaro López - Illa de Hierro,C  79 ACC - VALÈNCIA
1774,Doctor Álvaro López - Vicent La Roda,C  S/N (ESQUINA VTE.LA RODA) - VALÈNCIA
1775,Albereda (riu) - Illes Canàries,PSEG ALAMEDA 32 (DAVANT) - VALÈNCIA
1776,Albereda - Davant Palau de la Música,PSEG ALAMEDA 35 - VALÈNCIA
178,Emili Baró - Manuel Castellanos,C EMILIO BARO 40 - VALÈNCIA
1783,Uruguai (impar) - Jeroni Munyós,C URUGUAY 5 - VALÈNCIA
1784,Carcaixent - Giorgeta,C CARCAGENTE 4 DUP - VALÈNCIA
1785,Uruguai (par) - Jeroni Munyós,C URUGUAY 8 - VALÈNCIA
179,Emili Baró - Francesc Martínez,C EMILIO BARO 58 - VALÈNCIA
18,Cavite - Mendizábal,C CAVITE 177 (DAVANT) - VALÈNCIA
1801,Finlàndia - Aragó,C FINLANDIA 16 ACC - VALÈNCIA
1802,Ernest Ferrer - Polo y Peirolón,C ERNESTO FERRER 10 ACC - VALÈNCIA
1804,Joaquín Costa - Comte d'Altea,C JOAQUÍN COSTA 18 - VALÈNCIA
1805,Comte de Salvatierra - Ciril Amorós,C CONDE DE SALVATIERRA 27 - VALÈNCIA
1806,Molinell (impar) - Alboraia,C MOLINELL 1 - VALÈNCIA
1807,Argenter Suárez - Ministre Luis Mayans,C  16 - VALÈNCIA
1808,Ruaya (par) - Visitació,C  42 - VALÈNCIA
1809,Reus (impar) - Poeta Fdez. Heredia,C  31 - VALÈNCIA
1810,Reus - Periodista Llorente,C  16 (DAVANT) - VALÈNCIA
1812,Joaquím Ballester - Pare Ferris,C JOAQUÍN BALLESTER 3 - VALÈNCIA
1813,Reus - Alqueria de la Estrella,C  20 ACC - VALÈNCIA
1814,Reus (par) - Poeta Fdez. Heredia,C  32 ACC - VALÈNCIA
1815,Ruaya (impar) - Visitació,C  23 - VALÈNCIA
1816,Argenter Suárez - Miraculosa,C  11 - VALÈNCIA
1817,Font de la Figuera - Dr. Waksman,C  21 ACC - VALÈNCIA
1818,Sueca - Peris i Valero,C  73 - VALÈNCIA
1819,Ausiàs March - Manuel Sanchis Guarner,AV AUSIAS MARCH 8 - VALÈNCIA
1820,Pedreguer - Juan Ramón Jiménez,C  10 ACC - VALÈNCIA
1821,Ausiàs March - Bernat Descoll,AV AUSIAS MARCH 48 - VALÈNCIA
1822,Ausiàs March - Na Rovella,AV AUSIAS MARCH 70 - VALÈNCIA
1824,Joan XXIII - Germans Machado,AV JUAN XXIII 51 ACC - VALÈNCIA
1825,Joan XXIII - Federico Alcacer Aguilar,AV JUAN XXIII 45 ACC - VALÈNCIA
1826,Joan XXIII (impar) - Dr. Marco Merenciano,AV JUAN XXIII 3 - VALÈNCIA
1827,General Avilés - Pius XII,AV GENERAL AVILES 37 - VALÈNCIA
1828,General Avilés - Miguel Servet (impar),AV GENERAL AVILES 17 ACC - VALÈNCIA
1830,Joan XXIII - Pere Cabanes,AV JUAN XXIII 38 ACC - VALÈNCIA
1831,Joan XXIII - Francisco Comes Martinez,AV JUAN XXIII 45 ACC (DAVANT) - VALÈNCIA
1832,Equador - Salvador Tuset,AV ECUADOR  EL 93 - VALÈNCIA
1833,Equador - Verbena,AV ECUADOR  EL S/N (JUNT.C/VERBENA) - VALÈNCIA
1834,Poeta Serrano Clavero - Equador,C  43 (DAVANT) - VALÈNCIA
1835,Federico Alcacer Aguilar - Poeta Serrano Clavero,C  26 (DAVANT) - VALÈNCIA
1836,Federico Alcacer Aguilar - Joan XXIII,C  1 - VALÈNCIA
1837,Riu Nervión - Riu Segre,C  11 - VALÈNCIA
1838,Duc de Mandas - Constitució,C DUQUE DE MANDAS 8 - VALÈNCIA
1839,Duc de Mandas (par) - Arquitecto Rodríguez,C DUQUE DE MANDAS 24 - VALÈNCIA
1840,Duc de Mandas - Motilla del Palancar,C DUQUE DE MANDAS 38 - VALÈNCIA
1841,Valladolid - Vinaròs,AV  4 - VALÈNCIA
1842,Valladolid - Dolores Marqués,AV  5 ACC - VALÈNCIA
1843,Duc de Mandas - Alfahuir,C DUQUE DE MANDAS 43 AC - VALÈNCIA
1844,Duc de Mandas - Sant Vicent de Paül,C DUQUE DE MANDAS 24 (DAVANT) - VALÈNCIA
1845,Duc de Mandas (impar) - Arquitecto Rodríguez,C DUQUE DE MANDAS 17 - VALÈNCIA
1846,Pere Cabanes - Camí Montcada,C PEDRO CABANES 104 - VALÈNCIA
1847,Castellonet - Joan XXIII,C  1 (DAVANT) - VALÈNCIA
1848,Castellonet - Alfara del Patriarca,C  19 (DAVANT) - VALÈNCIA
1849,Equador - General Llorens,AV ECUADOR  EL 34 - VALÈNCIA
1850,Equador - Music Fayos,AV ECUADOR  EL 69 (DAVANT) - VALÈNCIA
1851,Baró de Càrcer - Roger de Flor,AV BARON DE CARCER 26 - VALÈNCIA
1854,Peris i Valero - Duc de Calàbria,AV PERIS Y VALERO 165 - VALÈNCIA
1858,Castelló - Estació Nord,C  2 - VALÈNCIA
1859,Carters - Pl. Santiago Suárez,C CARTEROS 38 (DAVANT) - VALÈNCIA
186,Primat Reig - Jaume Roig,AV PRIMADO REIG 70 - VALÈNCIA
1860,Uruguai - Marques de Bellet,C URUGUAY 53 ACC - VALÈNCIA
1861,Constitució - Reig Genovés,AV CONSTITUCION 182 - VALÈNCIA
1862,Constitució - Coronel Montesinos,AV CONSTITUCION 180 AC (DAVANT) - VALÈNCIA
1865,Pérez Galdós - Sant Josep de la Muntanya,AV PEREZ GALDOS 131 (DAVANT) - VALÈNCIA
1866,Arxiduc Carles - Fontanars dels Aforins,C ARCHIDUQUE CARLOS 81 (DAVANT) - VALÈNCIA
188,Primat Reig - Campus Universitari,AV PRIMADO REIG 108 - VALÈNCIA
1883,Fra Juníper Serra -Torrent,C  64 (DAVANT) - VALÈNCIA
1885,Alcàsser - Ciutat de Mislata,C ALCACER 54 (DAVANT) - VALÈNCIA
1886,Alcàsser - Poeta Alberto Lista,C ALCACER 9 - VALÈNCIA
1887,Blasco Ibañez - Palleter,AV BLASCO IBAÑEZ 27 - MISLATA
1888,Doctor J. J. Dòmine (via servici)- Port,C DOCTOR J.J. DOMINE 6 (DAVANT) - VALÈNCIA
1895,Catalunya - Clariano,AV CATALUÑA 21 (DAVANT) - VALÈNCIA
1896,Tarongers - Facultat de Dret,AV NARANJOS  LOS 6 - VALÈNCIA
1897,Tarongers - Facultat d'Economia,AV NARANJOS  LOS 10 ACC - VALÈNCIA
1898,Tarongers - Aparcament,AV NARANJOS  LOS S/N (JUNT APARCAMENT) - VALÈNCIA
1900,Tarongers - Col.legi Major,AV NARANJOS  LOS 8 (DAVANT) - VALÈNCIA
1901,Catalunya - Vicent Zaragoza,AV CATALUÑA 21 - VALÈNCIA
1902,Catalunya - Guardia Civil,AV CATALUÑA S/N (JARDÍ) - VALÈNCIA
1905,Tres Creus - Gaspar Aguilar,AV TRES CRUCES S/N (GASPAR AGUILAR) - VALÈNCIA
1918,Tarongers - Fausto Elio,AV NARANJOS  LOS S/N - VALÈNCIA
1919,Parc Natzaret - Pont de Drassanes,C PARQUE NAZARET 12 (DAVANT) - VALÈNCIA
192,Primat Reig - Camí Vera,AV PRIMADO REIG 181 - VALÈNCIA
1922,Sant Antoni - Enric Valor,AV SAN ANTONIO 119 - MISLATA
1928,Gaspar Aguilar - Montesa,AV GASPAR AGUILAR 74 - VALÈNCIA
1929,Gaspar Aguilar (par) - Dr. Tomas Sala,AV GASPAR AGUILAR 131 (DAVANT) - VALÈNCIA
1930,Gaspar Aguilar (impar) - Dr.Tomas Sala,AV GASPAR AGUILAR 131 - VALÈNCIA
1931,Gaspar Aguilar - Músic Penella,AV GASPAR AGUILAR 99 - VALÈNCIA
1932,Gaspar Aguilar - Costa i Borràs,AV GASPAR AGUILAR 49 - VALÈNCIA
1936,Campos Crespo - Arquitecte Segura de Lago,C CAMPOS CRESPO 96 - VALÈNCIA
1937,Arquitecte Segura de Lago - Dr. Rafael Bartual,C ARQUITECTO SEGURA DE LAGO 28 - VALÈNCIA
1938,Tres Creus - Bolívia,AV TRES CRUCES 78 DAVANT (CARRIL BUS) - VALÈNCIA
1939,Armada Espanyola - Francesc Cubells,PL ARMADA ESPAÑOLA S/N - VALÈNCIA
194,Primat Reig - Emili Baró,AV PRIMADO REIG 123 - VALÈNCIA
1940,Músic Cuesta - Pare Presentat,PL MUSICO CUESTA S/N - VALÈNCIA
1943,Bulevard Sud- Pont,AV  S/N (CARRIL BUS) - VALÈNCIA
1944,Bulevard Sud (par) - Malilla,AV  S/N (CARRIL BUS) - VALÈNCIA
1946,Bulevard Sud (par) - Hospital la Fe,AV  S/N (CARRIL BUS) - VALÈNCIA
1947,Bulevard Sud (impar) - Juan Ramón Jiménez,AV  S/N - VALÈNCIA
1949,Tarongers - Facultat de Magisteri,AV NARANJOS  LOS 4 DUP - VALÈNCIA
1950,Pere II El Cerimonios - Luis Merelo y Mas,C  1-3 (DAVANT) - VALÈNCIA
1951,Pere II El Cerimonios - Vicente Beltrán Grimalt,C  17 ACC (DAVANT) - VALÈNCIA
1952,Pintor Maella - Vicent Vidal (Cronista),C  24 - VALÈNCIA
1953,Pintor Maella (par) - França,C  30 - VALÈNCIA
1954,Pintor Maella - Luis Bolinchés Compañ,C  37 (DAVANT) - VALÈNCIA
1955,Pintor Maella - Menorca,C  37 - VALÈNCIA
1956,Pintor Maella (impar) - França,C  33 - VALÈNCIA
1957,Pintor Maella - Balears,C  24 (DAVANT) - VALÈNCIA
1958,Pintor Maella - Illes Canàries,C  3 - VALÈNCIA
1959,Blanqueria - Pare d' Òrfens,C BLANQUERIAS 14 - VALÈNCIA
1961,Alfahuir - Germans Machado,C  49 - VALÈNCIA
1962,Mestre Rodrigo - Canal de Navarrés,AV MAESTRO RODRIGO 88 - VALÈNCIA
1963,Camí del Canal -Club Náutico,CAMI CANAL 91 - VALÈNCIA
1964,Bulevard Sud (impar) - Hospital la Fe,AV  S/N (CARRIL BUS) - VALÈNCIA
1965,Bulevard Sud (impar) - Malilla,AV  S/N (CARRIL BUS) - VALÈNCIA
1968,Ramón i Cajal - Plaça Espanya,GV RAMON Y CAJAL 18 - VALÈNCIA
1969,San Vicent Màrtir - Mestre Sosa,C SAN VICENTE MARTIR S/N (JARDÍ) - VALÈNCIA
197,Primat Reig - Sant Vicent de Paül,AV PRIMADO REIG 35 - VALÈNCIA
198,Pare Viñas - Reig Genovés,C PADRE VIÑAS 46 - VALÈNCIA
1980,Major de Natzaret - Castell de Pop,C MAYOR DE NAZARET 132 - VALÈNCIA
1981,Ares d'Alpont - Castell de Pop,PL  3 (DAVANT) - VALÈNCIA
1988,Alfahuir - Cercle de Belles Arts,C  42 - VALÈNCIA
1989,Alfahuir - Actor Ismael Merlo,C  47 ACC (DAVANT) - VALÈNCIA
199,Pare Viñas - Duc de Mandas,C PADRE VIÑAS 72 - VALÈNCIA
1990,Alfahuir - Dr. José Chabas Bordehore,C  41 - VALÈNCIA
1991,Alfahuir - Arquitecte Tolsà,C  27 ACC - VALÈNCIA
1993,Ausiàs March - Oltà,AV AUSIAS MARCH 44 - VALÈNCIA
1994,Bulevard Sud - Ausiàs March,AV  S/N (GASOLINERA) - VALÈNCIA
1999,Tres Forques - Casa Misericòrdia,C TRES FORQUES 149 ACC. - VALÈNCIA
20,la Malva-rosa - Mendizábal,AV MALVARROSA 123 - VALÈNCIA
200,Pare Viñas - Daroca,C PADRE VIÑAS 92 - VALÈNCIA
2004,Cid (via servici) - Alejandro Volta,AV CID 99 (VIA SERV.) - VALÈNCIA
2005,Marconi - Barri de la Llum,AV MARCONI 17 ACC. - VALÈNCIA
2006,Pare Esteban Pernet (impar) - Miquel Adlert,C PADRE ESTEBAN PERNET 22 (DAVANT) - VALÈNCIA
2007,Pare Esteban Pernet - Casa Misericòrdia,C PADRE ESTEBAN PERNET 19 ACC. - VALÈNCIA
2008,Pare Esteban Pernet (par) - Miquel Adlert,C PADRE ESTEBAN PERNET 22 - VALÈNCIA
2009,Tres Creus - Music Ayllón,AV TRES CRUCES 31 - VALÈNCIA
2014,Poeta Querol - Barques,C POETA QUEROL 14 - VALÈNCIA
202,Sant Joan Bosco - Daroca,C SAN JUAN BOSCO 87 - VALÈNCIA
2027,Port - Trafalgar,AV PUERTO 204 - VALÈNCIA
2030,Orxata - Ausiàs March,AV ORXATA   DE  L' 37 (DAVANT) - ALBORAIA
2031,Giorgeta (par) - Roís de Corella,AV GIORGETA 28 - VALÈNCIA
2032,Comte de Trénor - Pont de Fusta,C CONDE DE TRENOR 4-6 - VALÈNCIA
2034,Cronista Rivelles - Pl. Sta. Mónica,C CRONISTA RIVELLES 7-8 - VALÈNCIA
2041,Professor López Piñero (par) - Institut Obrer de València,AUTV AUTOVIA AL SALER INST.OBRER (PAR) - VALÈNCIA
2042,Professor López Piñero (par)  - Ciutat de la Justícia,AUTV AUTOVIA AL SALER 14 - VALÈNCIA
2043,Eduardo Primo Yúfera - Front Àgora,C  S/N - VALÈNCIA
2044,Eduardo Primo Yúfera - Front Oceanogràfic,C  S/N - VALÈNCIA
2045,Eduardo Primo Yúfera - Front Centre Investigació,C  S/N - VALÈNCIA
2046,Barraques del Figuero (par) - Llauradors,CAMI  1 (DAVANT) - VALÈNCIA
2047,Barraques del Figuero - Ignacio Zuloaga,CAMI  2 ACC. - VALÈNCIA
2048,Barraques del Figuero - Cocoters,CAMI  S/N - VALÈNCIA
2049,Barraques del Figuero (impar) - Llauradors,CAMI  1 - VALÈNCIA
2050,Eduardo Primo Yúfera - Centre d'Investigació,C  S/N - VALÈNCIA
2051,Eduardo Primo Yúfera - Oceanogràfic,C  S/N - VALÈNCIA
2052,Eduardo Primo Yúfera - Àgora,C  S/N - VALÈNCIA
2053,Professor López Piñero - Museu de les Ciències,AUTV AUTOVIA AL SALER S/N - VALÈNCIA
2054,Professor López Piñero (impar) - Institut Obrer de València,AUTV AUTOVIA AL SALER DAVANT.I.OBRER - VALÈNCIA
2059,Eivissa - Port,C  4 - VALÈNCIA
206,Primat Reig - Bilbao,AV PRIMADO REIG 14 - VALÈNCIA
2060,Eivissa (par) - Illes Canàries,C  6 - VALÈNCIA
2063,Cases de Bàrcena - Rotonda,CRA CASAS DE BARCENA 111 - CASES DE BÀRCENA
2064,Terrateig - Jorge Comín,C  2-B - VALÈNCIA
2066,Vall de la Ballestera impar - Hernández Lázaro,C VALLE DE LA BALLESTERA 65 - VALÈNCIA
2067,Vall de la Ballestera - Eduardo Soler i Pérez,C VALLE DE LA BALLESTERA 43 - VALÈNCIA
2069,Terrateig - Poeta Rafael Alberti,C  1 - VALÈNCIA
207,Primat Reig - Almassora,AV PRIMADO REIG 44 - VALÈNCIA
2070,Nou d'Octubre (par) - Castan Tobeñas,C NUEVE DE OCTUBRE 8 ACC - VALÈNCIA
2071,Nou d'Octubre - Conselleries (I),C NUEVE DE OCTUBRE S/N CONSELLERIES - VALÈNCIA
2072,Nou d'Octubre - Conselleries (II),C NUEVE DE OCTUBRE S/N - VALÈNCIA
2077,Germanies - Alacant,GV GERMANIAS 36 - VALÈNCIA
2078,Filipines - Literat Azorín,C FILIPINAS 23 DAVANT - VALÈNCIA
2080,Germanies - Cuba,GV GERMANIAS 45 - VALÈNCIA
2084,Vinalesa,CTRA VINALESA  DE S/N - VINALESA
2085,Cecili Pla - Germans Machado,C CECILIO PLA 4 - VALÈNCIA
2086,Racó d'Ademús - Conselleries,C RINCON DE ADEMUZ 25 (DAV) - VALÈNCIA
2089,Castan Tobeñas - Conselleries,C CASTAN TOBEÑAS 80 - VALÈNCIA
2093,Manuel de Falla - Hernández Lázaro,AV MANUEL DE FALLA 13 - VALÈNCIA
2094,Molinell (par) - Pintor Genaro Lahuerta,C MOLINELL 24 ACC - VALÈNCIA
2095,Molinell (impar) - Pintor Genaro Lahuerta,C MOLINELL 21 - VALÈNCIA
2096,Pío Baroja - Manuel de Falla,AV  2ACC - VALÈNCIA
2097,Vall de la Ballestera (impar) - Mestre Rodrigo,C VALLE DE LA BALLESTERA 37 - VALÈNCIA
2098,Vall de la Ballestera - Luis Buñuel,C VALLE DE LA BALLESTERA 42 - VALÈNCIA
2099,Nou d'Octubre - Av. del Cid,C NUEVE DE OCTUBRE S/N (ILLETA) - VALÈNCIA
2100,Tres Creus (par) - Campos Crespo,AV TRES CRUCES 133 CARRIL BUS (DAVANT) - VALÈNCIA
2105,Moncada - Alfara,AV  S/N - MONCADA
2111,Mare Nostrum - Illa de Tabarca,AV MARE NOSTRUM 14 - ALBORAIA
2112,Mare Nostrum - Mar Tirreno,AV MARE NOSTRUM 38 - ALBORAIA
2113,Blasco Ibáñez - Mar Tirreno,C  S/N - ALBORAIA
2114,Blasco Ibáñez,C  S/N - ALBORAIA
2122,Punta al Mar - Algemesí,CAMI PUNTA AL MAR  DE LA 89 (DAVANT) - VALÈNCIA
2127,Filipines - Gibraltar,C FILIPINAS 2ACC - VALÈNCIA
2128,Filipines - Puerto Rico,C FILIPINAS 11 - VALÈNCIA
215,Alboraia - Primat Reig,C ALBORAYA 74 - VALÈNCIA
2154,Filipines - Manuel Sanchis Guarner,C FILIPINAS 35 ACC. - VALÈNCIA
2157,Ausiàs March - Pianista Martínez Carrasco,AV AUSIAS MARCH 104 ACC - VALÈNCIA
2158,Bulevard Sud - Ing. Joaquín Benlloch,AV  S/N VIA SERVICIO - VALÈNCIA
2159,Joaquin Benlloch - Pl. Pintor Andreu,C INGENIERO JOAQUÍN BENLLOCH 87 (DAVANT) - VALÈNCIA
216,Primat Reig - Calderón de la Barca,AV PRIMADO REIG 101 (DAVANT JARDÍ) - VALÈNCIA
2160,Burjassot - Marxalenes,AV BURJASOT S/N - VALÈNCIA
2161,Rafael Tenes Escrich - Mercat,C RAFAEL TENES ESCRICH 4 - BENIMÀMET
2163,Carrera del Riu (par) - Coll Vert,CRA RIU  DEL S/N CAMPING COLL VERT - VALÈNCIA
2164,Carrera del Riu (par) - Camping Valencia,CRA RIU  DEL S/N CAMPING VALENCIA - VALÈNCIA
2165,Pinars (par) - El Saler,AV  10 - VALÈNCIA
2166,Gola de Puchol (I),AV  S/N - VALÈNCIA
2167,Gola de Puchol (II),AV  S/N - VALÈNCIA
2168,Embarcador de l'Albufera (I),AV  S/N EMBARCADERO - VALÈNCIA
2169,Pinars - Carretera del Palmar,AV  S/N CRUCE EL PALMAR - VALÈNCIA
2170,Carretera del Palmar (par) - Cementeri,C  S/N CEMENTERIO - VALÈNCIA
2171,Vicent Baldoví - Novelda,C  FTE. 28 - VALÈNCIA
2172,Vicent Baldoví - el Palmar,C  1 - VALÈNCIA
2173,Vicent Baldoví - Pintor Martí Girbés,C  28 - VALÈNCIA
2174,Carretera del Palmar (impar) - Cementeri,C  S/N FTE CEMENTERIO - VALÈNCIA
2175,Carretera del Palmar - Pinars,AV  S/N CRUCE EL PALMAR - VALÈNCIA
2176,Gavines (par) - Camping,AV  S/N DEVESA GARDEN - VALÈNCIA
2177,Gavines - Sotavent,AV  35 - VALÈNCIA
2178,Gavines - Entrada Trenca Perols,AV  FTE. 59 - VALÈNCIA
2179,Gavines - Entrada Filero,AV  FTE. 107 - VALÈNCIA
2180,Gavines (par) - Platja,AV  FTE 145 - VALÈNCIA
2181,Gavines (par) - Sirena,AV  FTE. 173 - VALÈNCIA
2182,Gavines - Entrada Paridera,AV  FTE. 197 - VALÈNCIA
2183,Gavines - Entrada Ventura,AV  FTE. 225 - VALÈNCIA
2184,Gavines (par) - Les Escales,AV  FTE. 249 - VALÈNCIA
2185,Gavines - Entrada a la Baixada del Pantà,AV  FTE. 283 - VALÈNCIA
2187,Gavines - Bitàcora,AV  289 - VALÈNCIA
2188,Gavines (impar) - Les Escales,AV  249 - VALÈNCIA
2189,Gavines - Front Entrada Ventura,AV  225 - VALÈNCIA
219,Aragó - Passeig Albereda,AV ARAGÓN 3 - VALÈNCIA
2190,Gavines - Dofins,AV  197 - VALÈNCIA
2191,Gavines (impar) - Sirena,AV  173 - VALÈNCIA
2192,Gavines (impar) - Platja,AV  145 - VALÈNCIA
2193,Gavines - Les dunes,AV  107 - VALÈNCIA
2194,Gavines - Botavara,AV  59 - VALÈNCIA
2195,Gavines (impar) - Camping,AV  S/N FTE. DEVESA GARDENS - VALÈNCIA
2196,Embarcador de l'Albufera (II),AV  S/N FTE. EMBARCADERO - VALÈNCIA
2197,Gola de Puchol (III),AV  S/N - VALÈNCIA
